law,seed,n_panels,k,estimator,gamma3,gamma4,gamma6,g3,kappa,mean_bias,mean_variance,mean_mse,density_bias,density_variance,density_mse,convergence_rate,guard_accept_rate,mean_iterations
uniform_0_2,17,6000,16,pmm3_location_guarded,0.005296676066683558,-1.1963748878981788,6.819566735392147,0.3025446189872172,0.42964994406327406,0.001545978404364101,0.010404416743569787,0.010405072723339287,0.009478060271779918,0.0124026722736222,0.012490438788092088,0.998,0.992,3.416
uniform_0_2,23,6000,16,mean_mle,0.00110910747455538,-1.2033113608976056,6.892368469650911,0.29798218543434085,0.4283645437369562,-1.3677947663381928e-16,0.021083870193426977,0.021080356215061404,0.022296963222867033,0.024734132868432273,0.025227165081916084,1.0,1.0,0.0
uniform_0_2,23,6000,16,pmm3_location_raw,0.00110910747455538,-1.2033113608976056,6.892368469650911,0.29798218543434085,0.4283645437369562,0.0010560442436598448,0.010124041886017676,0.010123469775147907,0.009597529751484538,0.01201530461479537,0.012105414641356869,0.9991666666666666,1.0,3.3926666666666665
uniform_0_2,23,6000,16,pmm3_location_guarded,0.00110910747455538,-1.2033113608976056,6.892368469650911,0.29798218543434085,0.4283645437369562,0.0004586837215119373,0.009778190578439705,0.009776771270766345,0.00988833012196501,0.011536007445231531,0.011631863849924953,0.9991666666666666,0.9905,3.3926666666666665
uniform_0_2,31,6000,16,mean_mle,-0.006174128171506962,-1.1893900656010483,6.753299036437401,0.3095193742950483,0.4194241605148283,1.5831780331154732e-16,0.0206626507899601,0.02065920701482844,0.02185286688379588,0.02416553574888948,0.0246390559506389,1.0,1.0,0.0
uniform_0_2,31,6000,16,pmm3_location_raw,-0.006174128171506962,-1.1893900656010483,6.753299036437401,0.3095193742950483,0.4194241605148283,-0.0027869322667928766,0.009902923724278779,0.00990904022845109,0.01364069756125077,0.01299770241724289,0.013181604763464192,0.9985,1.0,3.3855
uniform_0_2,31,6000,16,pmm3_location_guarded,-0.006174128171506962,-1.1893900656010483,6.753299036437401,0.3095193742950483,0.4194241605148283,-0.0026782449319630018,0.009818043217524153,0.009823579872903486,0.013132888112283015,0.011602258819217835,0.011772797859584377,0.9985,0.992,3.3855
uniform_0_2,43,6000,16,mean_mle,-0.000887623091780905,-1.196520284997836,6.8196188874407255,0.30194771201187076,0.4278394260716997,-4.085620730620576e-17,0.02084808249235174,0.02084460781193635,0.02228453276518637,0.02499672701391418,0.02548916129330786,1.0,1.0,0.0
uniform_0_2,43,6000,16,pmm3_location_raw,-0.000887623091780905,-1.196520284997836,6.8196188874407255,0.30194771201187076,0.4278394260716997,-0.0008988564601202872,0.010530627558991132,0.010529680397333867,0.012706581408125056,0.016668339314385567,0.01682701846891448,0.9985,1.0,3.3773333333333335
uniform_0_2,43,6000,16,pmm3_location_guarded,-0.000887623091780905,-1.196520284997836,6.8196188874407255,0.30194771201187076,0.4278394260716997,-0.0009536569390433837,0.010199033929908865,0.01019824355247793,0.012005606786007149,0.012696643002714976,0.012838661489848078,0.9985,0.992,3.3773333333333335
uniform_0_2,11,6000,32,mean_mle,-0.0006096962418565851,-1.199890953847537,6.85838679704781,0.3008834979377937,0.4263569099608411,-7.934393882654452e-17,0.010441657480818652,0.010439917204571849,0.010790285078696832,0.011408564399663739,0.011523093224343344,1.0,1.0,0.0
