benchmark,benchmark_label,seed,estimator,n_particles,k,tau,w2_sq_proxy,kl_pairwise,max_slack,component_loss,missing_fraction,wallclock_sec,selector_branch,c3,c4,protocol
seven_lobes,Seven lobes,31,PMM2/MLE,220,12,1.0,0.005521985471169268,0.012874675174750425,0.0,0,0.0,0.0032075420022010803,PMM2,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,Plugin_Estimator,220,12,1.0,0.006938086462814607,0.26828895004170206,0.0,0,0.0,0.0028813749668188393,not_applicable,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,k_Ensemble,220,12,1.0,0.004368179193637036,0.047988592709844034,0.0,0,0.0,0.0029298339504748583,not_applicable,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,MLE_Exp,220,12,1.0,0.006938086462814607,0.26828895004170206,0.0,0,0.0,0.0027925000176765025,not_applicable,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,PMM2/MLE,220,12,1.0,0.003481134061305996,0.024076561559270702,0.0,0,0.0,0.0031769589986652136,PMM2,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,Plugin_Estimator,220,12,1.25,0.010717929392595943,0.8022006221541139,0.0,0,0.0,0.0030110409716144204,not_applicable,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,k_Ensemble,220,12,1.25,0.007087896096829062,0.44949971415101364,0.0,0,0.0,0.002850125019904226,not_applicable,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,MLE_Exp,220,12,1.25,0.010717929392595943,0.8022006221541139,0.0,0,0.0,0.0028305419837124646,not_applicable,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,PMM2/MLE,220,12,1.25,0.0051201635034548686,0.022391291855105792,0.0,0,0.0,0.003104166011326015,PMM2,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,Plugin_Estimator,220,12,1.25,0.02247236658926165,0.5502035388314575,0.0,0,0.0,0.0028775419923476875,not_applicable,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,k_Ensemble,220,12,1.25,0.007464032756072863,0.06793728300330715,0.0,0,0.0,0.0028728750185109675,not_applicable,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,MLE_Exp,220,12,1.25,0.02247236658926165,0.5502035388314575,0.0,0,0.0,0.002810582984238863,not_applicable,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,PMM2/MLE,220,12,1.25,0.006395656340345303,0.04558745633661468,0.0,0,0.0,0.0031144579988904297,PMM2,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,Plugin_Estimator,220,12,1.25,0.016857539970541274,0.5063668829028635,0.0,0,0.0,0.0028806659975089133,not_applicable,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,k_Ensemble,220,12,1.25,0.006508705701947594,0.3251272005606337,0.0,0,0.0,0.0028773749945685267,not_applicable,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,MLE_Exp,220,12,1.25,0.016857539970541274,0.5063668829028635,0.0,0,0.0,0.0028996660257689655,not_applicable,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,PMM2/MLE,220,12,1.25,0.0036960814641454134,0.019859528440538492,0.0,0,0.0,0.0031723330030217767,PMM2,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,Plugin_Estimator,220,12,1.25,0.02378608225159297,0.7043842017119479,0.0,0,0.0,0.002810582984238863,not_applicable,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,k_Ensemble,220,12,1.25,0.011493079125558683,0.2985083086675876,0.0,0,0.0,0.002784125041216612,not_applicable,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,MLE_Exp,220,12,1.25,0.02378608225159297,0.7043842017119479,0.0,0,0.0,0.002788082987535745,not_applicable,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,PMM2/MLE,220,12,1.25,0.005606209949226281,0.014801326756104016,0.0,0,0.0,0.003016292001120746,PMM2,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,Plugin_Estimator,220,12,1.25,0.159309941996501,0.5633305019815945,0.0,1,0.14285714285714285,0.002843916998244822,not_applicable,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,k_Ensemble,220,12,1.25,0.005549271212775832,0.12463111729230963,0.0,0,0.0,0.002907457994297147,not_applicable,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,MLE_Exp,220,12,1.25,0.159309941996501,0.5633305019815945,0.0,1,0.14285714285714285,0.0027822089614346623,not_applicable,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,43,PMM2/MLE,220,12,1.25,0.0035299912419795064,0.03032979633787232,0.0,0,0.0,0.0032129170140251517,PMM2,12.347408294677734,155.94508361816406,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,Plugin_Estimator,220,12,1.5,0.01822659031141027,0.9660452625996548,0.0,0,0.0,0.002805667056236416,not_applicable,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,k_Ensemble,220,12,1.5,0.016670442781067343,0.9120170677085024,0.0,0,0.0,0.0029365409864112735,not_applicable,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,MLE_Exp,220,12,1.5,0.01822659031141027,0.9660452625996548,0.0,0,0.0,0.0027363330009393394,not_applicable,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,11,PMM2/MLE,220,12,1.5,0.005195994023440536,0.028749032382368145,0.0,0,0.0,0.0031220829696394503,PMM2,13.377318382263184,192.02072143554688,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,Plugin_Estimator,220,12,1.5,0.32290419722000296,0.6794057601256381,0.0,1,0.2857142857142857,0.0032146250014193356,not_applicable,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,k_Ensemble,220,12,1.5,0.009014743103753118,0.20453521664649138,0.0,0,0.0,0.0028727089520543814,not_applicable,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,MLE_Exp,220,12,1.5,0.32290419722000296,0.6794057601256381,0.0,1,0.2857142857142857,0.0029105000430718064,not_applicable,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,17,PMM2/MLE,220,12,1.5,0.004508694626764678,0.05575111832696193,0.0,0,0.0,0.0030721669900231063,PMM2,11.78370475769043,142.00424194335938,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,Plugin_Estimator,220,12,1.5,0.1725465186073267,0.6248374962780532,0.0,1,0.14285714285714285,0.002892541990149766,not_applicable,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,k_Ensemble,220,12,1.5,0.15723649704554468,0.5722295336420484,0.0,1,0.14285714285714285,0.00303987500956282,not_applicable,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,MLE_Exp,220,12,1.5,0.1725465186073267,0.6248374962780532,0.0,1,0.14285714285714285,0.0030095410184003413,not_applicable,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,23,PMM2/MLE,220,12,1.5,0.0037686073628342897,0.011653062882581045,0.0,0,0.0,0.0031512080458924174,PMM2,13.033973693847656,177.2298583984375,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,Plugin_Estimator,220,12,1.5,0.18392167715766117,0.9552915813513091,0.0,1,0.14285714285714285,0.002807374985422939,not_applicable,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,k_Ensemble,220,12,1.5,0.01738829389543022,0.6172656144350954,0.0,0,0.0,0.0029195420211181045,not_applicable,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,MLE_Exp,220,12,1.5,0.18392167715766117,0.9552915813513091,0.0,1,0.14285714285714285,0.0027998749865218997,not_applicable,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
seven_lobes,Seven lobes,31,PMM2/MLE,220,12,1.5,0.005626341643498137,0.014666090854608186,0.0,0,0.0,0.0029757909942418337,PMM2,13.33133316040039,181.7740936279297,tau_sweep_resampling_proxy
